latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
34.973637,-2.4015198,105.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),cloud_cover (%),wind_speed_10m (km/h),wind_direction_100m (°),soil_temperature_0_to_7cm (°C),soil_temperature_7_to_28cm (°C),soil_temperature_28_to_100cm (°C),rain (mm),precipitation (mm),et0_fao_evapotranspiration (mm)
2025-02-22T04:00,10.4,80,100,5.2,230,11.4,14.3,14.6,0.00,0.00,0.00
2025-02-22T05:00,10.6,73,100,4.7,202,11.4,14.1,14.6,0.00,0.00,0.00
2025-02-22T06:00,11.0,76,100,3.8,220,11.3,13.9,14.6,0.00,0.00,0.00
2025-02-22T07:00,11.6,75,100,0.7,241,11.2,13.8,14.6,0.00,0.00,0.01
2025-02-22T08:00,13.5,72,100,1.5,270,11.7,13.6,14.6,0.00,0.00,0.03
2025-02-22T09:00,15.5,66,100,2.8,9,12.9,13.6,14.6,0.00,0.00,0.10
2025-02-22T10:00,16.9,70,100,6.0,354,14.2,13.6,14.6,0.00,0.00,0.16
2025-02-22T11:00,17.8,74,100,7.8,360,15.6,13.7,14.6,0.00,0.00,0.23
2025-02-22T12:00,18.4,69,100,3.9,13,16.7,13.9,14.6,0.00,0.00,0.26
2025-02-22T13:00,18.7,74,100,10.0,16,16.9,14.2,14.6,0.00,0.00,0.16
2025-02-22T14:00,17.6,75,100,11.5,35,17.1,14.4,14.6,0.00,0.00,0.16
2025-02-22T15:00,18.0,71,100,10.1,46,17.5,14.6,14.6,0.00,0.00,0.22
2025-02-22T16:00,16.1,81,100,9.9,338,17.1,14.7,14.6,0.80,0.80,0.12
2025-02-22T17:00,15.1,93,98,4.5,89,16.0,14.8,14.6,0.60,0.60,0.03
2025-02-22T18:00,14.4,96,97,7.9,39,15.3,14.9,14.6,0.60,0.60,0.02
2025-02-22T19:00,13.9,92,100,2.4,159,14.7,14.9,14.6,1.40,1.40,0.00
2025-02-22T20:00,13.6,92,91,3.4,213,14.2,14.8,14.6,0.40,0.40,0.00
2025-02-22T21:00,12.8,92,2,9.9,212,13.5,14.8,14.6,0.00,0.00,0.00
2025-02-22T22:00,11.9,87,10,10.1,213,12.8,14.7,14.6,0.00,0.00,0.00
2025-02-22T23:00,11.5,83,17,10.1,223,12.2,14.5,14.6,0.20,0.20,0.01
2025-02-23T00:00,11.1,85,21,9.7,225,11.7,14.3,14.6,0.10,0.10,0.00
2025-02-23T01:00,11.8,79,24,9.7,238,12.1,14.3,14.6,0.00,0.00,0.01
2025-02-23T02:00,11.4,80,23,9.4,243,11.7,14.1,14.6,0.00,0.00,0.01
2025-02-23T03:00,10.8,84,36,9.7,238,11.4,14.0,14.6,0.00,0.00,0.00
2025-02-23T04:00,10.9,85,25,11.0,237,11.2,13.8,14.6,0.00,0.00,0.01
2025-02-23T05:00,10.8,85,23,10.4,234,11.2,13.6,14.6,0.00,0.00,0.00
2025-02-23T06:00,10.1,92,80,6.8,185,11.0,13.5,14.6,2.50,2.50,0.00
2025-02-23T07:00,9.9,95,72,5.9,204,10.9,13.3,14.6,0.80,0.80,0.01
2025-02-23T08:00,11.0,88,64,12.4,237,11.0,13.2,14.6,0.00,0.00,0.03
2025-02-23T09:00,12.3,83,92,2.7,191,11.8,13.1,14.6,0.50,0.50,0.07
2025-02-23T10:00,13.5,78,12,6.0,191,12.8,13.1,14.6,0.90,0.90,0.15
2025-02-23T11:00,15.5,69,14,6.3,274,14.5,13.1,14.6,0.00,0.00,0.30
2025-02-23T12:00,16.4,65,5,5.7,311,15.9,13.3,14.6,0.00,0.00,0.33
2025-02-23T13:00,17.3,61,18,10.6,352,17.5,13.7,14.6,0.00,0.00,0.38
2025-02-23T14:00,17.0,63,32,10.6,6,17.8,14.0,14.6,0.50,0.50,0.34
2025-02-23T15:00,16.6,64,19,9.7,19,17.6,14.2,14.6,0.20,0.20,0.29
2025-02-23T16:00,16.3,65,1,8.2,24,17.4,14.5,14.6,0.00,0.00,0.21
2025-02-23T17:00,15.5,68,0,6.4,46,16.7,14.6,14.6,0.00,0.00,0.12
2025-02-23T18:00,12.6,83,0,5.2,46,15.4,14.7,14.6,0.00,0.00,0.02
2025-02-23T19:00,11.5,88,0,3.9,61,14.1,14.7,14.6,0.00,0.00,0.00
2025-02-23T20:00,11.0,87,0,1.5,81,13.0,14.6,14.6,0.00,0.00,0.00
2025-02-23T21:00,10.5,88,8,1.1,8,12.2,14.5,14.6,0.00,0.00,0.00
2025-02-23T22:00,10.1,90,1,1.4,3,11.7,14.3,14.6,0.00,0.00,0.00
2025-02-23T23:00,9.6,90,10,2.7,315,11.2,14.1,14.6,0.00,0.00,0.00
2025-02-24T00:00,9.3,91,21,3.4,238,11.0,13.9,14.6,0.00,0.00,0.00
2025-02-24T01:00,10.0,92,18,3.5,167,11.9,13.9,14.6,0.00,0.00,0.00
2025-02-24T02:00,9.0,92,1,2.1,126,11.4,13.8,14.6,0.00,0.00,0.00
2025-02-24T03:00,8.4,92,0,1.4,79,10.9,13.6,14.6,0.00,0.00,0.00
2025-02-24T04:00,8.1,92,0,2.1,345,10.4,13.4,14.6,0.00,0.00,0.00
2025-02-24T05:00,8.2,92,9,5.1,254,10.1,13.2,14.6,0.00,0.00,0.00
2025-02-24T06:00,7.6,95,12,5.9,222,10.0,13.1,14.6,0.00,0.00,0.00
2025-02-24T07:00,6.9,97,1,4.1,226,9.7,12.9,14.6,0.00,0.00,0.01
2025-02-24T08:00,9.6,90,2,5.5,255,10.2,12.7,14.6,0.00,0.00,0.03
2025-02-24T09:00,14.0,78,2,5.8,261,11.7,12.6,14.6,0.00,0.00,0.13
2025-02-24T10:00,15.9,69,15,4.2,278,13.6,12.7,14.6,0.00,0.00,0.24
2025-02-24T11:00,17.3,64,10,5.0,335,15.4,12.8,14.6,0.00,0.00,0.33
2025-02-24T12:00,18.0,63,78,9.3,343,16.8,13.1,14.6,0.00,0.00,0.36
2025-02-24T13:00,17.4,65,90,10.9,5,17.3,13.3,14.5,0.00,0.00,0.29
2025-02-24T14:00,17.4,67,100,10.4,50,17.9,13.6,14.5,0.00,0.00,0.32
2025-02-24T15:00,17.5,66,100,9.6,40,18.1,14.0,14.5,0.00,0.00,0.28
2025-02-24T16:00,17.1,68,100,10.7,40,17.9,14.2,14.5,0.00,0.00,0.21
2025-02-24T17:00,15.7,72,100,9.1,42,17.0,14.5,14.5,0.00,0.00,0.10
2025-02-24T18:00,13.5,84,100,4.4,44,15.9,14.6,14.6,0.00,0.00,0.02
2025-02-24T19:00,12.7,87,46,1.9,55,14.5,14.6,14.6,0.00,0.00,0.00
2025-02-24T20:00,12.2,88,0,1.5,80,13.4,14.6,14.6,0.00,0.00,0.00
2025-02-24T21:00,11.7,89,4,1.0,22,12.6,14.5,14.6,0.00,0.00,0.00
2025-02-24T22:00,10.9,90,0,2.2,328,11.9,14.3,14.6,0.00,0.00,0.00
2025-02-24T23:00,9.9,86,0,2.9,200,11.4,14.1,14.6,0.00,0.00,0.00
2025-02-25T00:00,9.0,86,0,4.4,242,11.0,14.0,14.6,0.00,0.00,0.00
2025-02-25T01:00,9.2,88,2,4.9,236,11.2,13.9,14.6,0.00,0.00,0.00
2025-02-25T02:00,8.9,87,19,6.0,251,10.9,13.7,14.6,0.00,0.00,0.00
2025-02-25T03:00,9.2,84,21,8.1,246,10.7,13.5,14.6,0.00,0.00,0.00
2025-02-25T04:00,9.6,81,37,9.0,236,10.6,13.4,14.6,0.00,0.00,0.00
2025-02-25T05:00,9.5,80,77,8.2,232,10.4,13.2,14.6,0.00,0.00,0.00
2025-02-25T06:00,9.3,81,99,8.3,237,10.3,13.0,14.6,0.00,0.00,0.00
2025-02-25T07:00,9.0,85,96,9.0,240,10.1,12.9,14.5,0.00,0.00,0.02
2025-02-25T08:00,11.7,78,100,10.9,234,10.7,12.7,14.5,0.00,0.00,0.05
2025-02-25T09:00,15.5,70,100,9.1,239,12.2,12.7,14.5,0.00,0.00,0.15
2025-02-25T10:00,18.4,57,100,13.7,247,14.0,12.8,14.5,0.00,0.00,0.28
2025-02-25T11:00,19.9,49,100,14.5,252,15.7,12.9,14.5,0.00,0.00,0.38
2025-02-25T12:00,20.5,47,100,12.3,262,17.1,13.2,14.5,0.00,0.00,0.43
2025-02-25T13:00,21.6,44,100,10.1,260,18.3,13.5,14.5,0.00,0.00,0.43
2025-02-25T14:00,21.6,47,100,11.3,286,18.8,13.9,14.5,0.00,0.00,0.36
2025-02-25T15:00,20.9,49,94,10.0,326,19.1,14.2,14.5,0.00,0.00,0.34
2025-02-25T16:00,20.0,47,91,9.5,338,18.9,14.5,14.5,0.00,0.00,0.26
2025-02-25T17:00,18.6,64,98,1.9,328,18.2,14.8,14.5,0.00,0.00,0.12
2025-02-25T18:00,16.3,57,98,0.8,311,16.7,15.0,14.5,0.00,0.00,0.02
2025-02-25T19:00,15.3,57,100,2.7,264,15.2,15.0,14.5,0.00,0.00,0.00
2025-02-25T20:00,14.6,60,100,8.2,229,14.3,15.0,14.5,0.00,0.00,0.03
2025-02-25T21:00,14.1,61,21,11.4,203,13.9,14.9,14.5,0.00,0.00,0.04
2025-02-25T22:00,13.5,65,19,9.9,211,13.6,14.8,14.5,0.00,0.00,0.03
2025-02-25T23:00,12.8,71,27,6.0,237,13.2,14.7,14.5,0.00,0.00,0.01
2025-02-26T00:00,12.8,71,84,1.8,262,12.7,14.6,14.5,0.00,0.00,0.00
2025-02-26T01:00,14.2,71,95,1.2,272,14.6,14.7,14.6,0.00,0.00,0.00
2025-02-26T02:00,13.6,76,99,4.0,236,14.1,14.6,14.6,0.20,0.20,0.00
2025-02-26T03:00,13.2,81,100,6.6,193,13.6,14.6,14.6,0.20,0.20,0.00
2025-02-26T04:00,12.8,87,100,5.6,197,13.3,14.5,14.6,0.00,0.00,0.00
2025-02-26T05:00,12.3,94,92,6.3,191,13.0,14.4,14.6,0.10,0.10,0.00
2025-02-26T06:00,11.5,96,100,5.9,173,12.7,14.3,14.6,0.10,0.10,0.00
2025-02-26T07:00,11.0,98,100,6.6,152,12.3,14.2,14.6,0.10,0.10,0.01
2025-02-26T08:00,12.9,93,22,6.9,179,12.6,14.1,14.6,0.00,0.00,0.03
2025-02-26T09:00,15.1,81,37,3.7,199,13.7,14.0,14.6,0.00,0.00,0.12
2025-02-26T10:00,16.8,73,13,1.5,229,15.2,14.1,14.6,0.00,0.00,0.24
2025-02-26T11:00,17.7,67,42,4.8,9,16.7,14.2,14.6,0.10,0.10,0.31
2025-02-26T12:00,18.4,65,47,6.3,4,17.9,14.4,14.6,0.10,0.10,0.35
2025-02-26T13:00,19.0,59,21,7.0,360,18.4,14.5,14.6,0.00,0.00,0.32
2025-02-26T14:00,19.2,57,12,8.7,13,19.1,14.8,14.6,0.00,0.00,0.36
2025-02-26T15:00,18.5,59,30,10.8,29,19.3,15.1,14.6,0.00,0.00,0.31
2025-02-26T16:00,17.7,59,2,11.1,48,19.0,15.3,14.6,0.00,0.00,0.24
2025-02-26T17:00,16.8,64,0,11.0,63,18.2,15.5,14.6,0.00,0.00,0.14
2025-02-26T18:00,14.2,77,0,6.6,61,17.0,15.6,14.6,0.00,0.00,0.03
2025-02-26T19:00,12.2,85,0,5.4,87,15.5,15.6,14.6,0.00,0.00,0.00
2025-02-26T20:00,12.1,81,2,1.9,90,14.3,15.6,14.6,0.00,0.00,0.00
2025-02-26T21:00,11.6,80,89,0.3,76,13.3,15.4,14.6,0.00,0.00,0.00
2025-02-26T22:00,10.6,84,80,1.9,345,12.6,15.3,14.6,0.00,0.00,0.00
2025-02-26T23:00,9.8,88,98,4.8,261,12.1,15.1,14.6,0.00,0.00,0.00
2025-02-27T00:00,9.6,88,99,5.3,259,11.7,14.8,14.6,0.00,0.00,0.00
2025-02-27T01:00,10.1,87,100,5.2,262,12.4,14.8,14.6,0.00,0.00,0.00
2025-02-27T02:00,10.0,86,100,3.8,256,12.0,14.6,14.6,0.00,0.00,0.00
2025-02-27T03:00,9.9,86,98,4.4,281,11.5,14.4,14.6,0.00,0.00,0.00
2025-02-27T04:00,9.6,88,78,4.8,283,11.2,14.2,14.7,0.00,0.00,0.00
2025-02-27T05:00,9.8,85,100,6.6,265,11.1,14.1,14.7,0.00,0.00,0.00
2025-02-27T06:00,9.8,83,100,6.0,263,11.0,13.9,14.7,0.00,0.00,0.00
2025-02-27T07:00,9.9,82,100,5.7,260,10.8,13.7,14.6,0.00,0.00,0.02
2025-02-27T08:00,12.2,76,99,7.1,262,11.3,13.6,14.6,0.00,0.00,0.05
2025-02-27T09:00,14.9,70,98,5.2,265,12.8,13.5,14.6,0.00,0.00,0.14
2025-02-27T10:00,16.9,62,100,5.9,291,14.5,13.5,14.6,0.00,0.00,0.24
2025-02-27T11:00,18.6,59,100,7.4,274,16.2,13.7,14.6,0.00,0.00,0.33
2025-02-27T12:00,20.0,54,100,8.0,288,17.6,13.9,14.6,0.00,0.00,0.38
2025-02-27T13:00,20.4,57,100,8.3,343,18.7,14.2,14.6,0.00,0.00,0.40
2025-02-27T14:00,19.0,68,100,13.2,15,19.0,14.5,14.6,0.00,0.00,0.29
2025-02-27T15:00,17.4,72,100,12.2,32,18.9,14.8,14.6,0.00,0.00,0.23
2025-02-27T16:00,16.8,75,100,10.3,32,18.4,15.0,14.6,0.00,0.00,0.17
2025-02-27T17:00,15.6,79,100,10.9,31,17.7,15.2,14.6,0.00,0.00,0.10
2025-02-27T18:00,13.8,89,100,3.3,43,16.5,15.3,14.6,0.00,0.00,0.02
2025-02-27T19:00,12.8,92,100,3.2,44,15.3,15.3,14.7,0.00,0.00,0.00
2025-02-27T20:00,12.5,94,100,1.0,46,14.2,15.3,14.7,0.00,0.00,0.00
2025-02-27T21:00,12.2,94,100,1.1,46,13.4,15.2,14.7,0.00,0.00,0.00
2025-02-27T22:00,11.8,95,100,1.1,4,12.8,15.0,14.7,0.00,0.00,0.00
2025-02-27T23:00,11.0,97,100,1.8,342,12.3,14.9,14.7,0.00,0.00,0.00
2025-02-28T00:00,10.5,96,100,2.9,243,11.9,14.7,14.7,0.00,0.00,0.00
2025-02-28T01:00,10.0,96,100,3.1,325,12.0,14.6,14.7,0.00,0.00,0.00
2025-02-28T02:00,9.8,96,100,2.6,257,11.7,14.5,14.7,0.00,0.00,0.00
2025-02-28T03:00,10.4,94,100,3.8,280,11.7,14.3,14.7,0.00,0.00,0.00
2025-02-28T04:00,10.0,97,99,3.2,287,11.7,14.2,14.7,0.00,0.00,0.00
2025-02-28T05:00,9.0,98,14,2.0,68,11.5,14.0,14.7,0.00,0.00,0.00
2025-02-28T06:00,8.6,99,13,2.8,70,11.0,13.8,14.7,0.00,0.00,0.00
2025-02-28T07:00,9.2,96,68,5.5,64,10.7,13.7,14.7,0.00,0.00,0.01
2025-02-28T08:00,11.9,91,100,7.7,45,11.4,13.5,14.7,0.00,0.00,0.04
2025-02-28T09:00,14.1,85,94,6.8,22,12.8,13.5,14.7,0.00,0.00,0.13
2025-02-28T10:00,16.1,76,89,9.5,19,14.5,13.5,14.7,0.00,0.00,0.24
2025-02-28T11:00,17.9,64,31,11.1,17,16.1,13.6,14.7,0.00,0.00,0.33
2025-02-28T12:00,19.1,55,56,12.8,22,17.6,13.9,14.7,0.00,0.00,0.41
2025-02-28T13:00,18.1,69,100,8.9,16,18.3,14.2,14.7,0.00,0.00,0.34
2025-02-28T14:00,17.8,71,100,8.1,341,18.5,14.5,14.7,0.00,0.00,0.25
2025-02-28T15:00,18.1,69,100,8.8,288,18.2,14.7,14.7,0.00,0.00,0.17
2025-02-28T16:00,18.1,70,99,7.7,303,17.8,14.9,14.7,0.00,0.00,0.12
2025-02-28T17:00,17.0,77,99,10.6,304,17.4,15.1,14.7,0.00,0.00,0.09
2025-02-28T18:00,14.7,88,100,7.7,261,16.4,15.2,14.7,0.50,0.50,0.03
2025-02-28T19:00,14.4,87,100,8.0,223,15.4,15.2,14.7,0.20,0.20,0.00
2025-02-28T20:00,13.6,89,100,7.0,230,14.6,15.2,14.7,0.10,0.10,0.00
2025-02-28T21:00,13.4,88,98,8.5,229,14.0,15.1,14.7,0.00,0.00,0.00
2025-02-28T22:00,11.8,90,84,4.5,230,13.3,15.0,14.7,0.00,0.00,0.00
2025-02-28T23:00,10.8,91,90,4.0,233,12.5,14.9,14.7,0.00,0.00,0.00
2025-03-01T00:00,10.2,93,98,3.9,252,11.8,14.7,14.7,0.00,0.00,0.00
2025-03-01T01:00,11.7,89,98,4.1,212,13.0,14.9,14.7,0.00,0.00,0.00
2025-03-01T02:00,11.8,90,97,3.5,235,12.8,14.8,14.7,0.00,0.00,0.00
2025-03-01T03:00,10.5,93,71,6.4,249,12.1,14.6,14.7,0.00,0.00,0.00
2025-03-01T04:00,9.4,94,36,6.2,249,11.5,14.4,14.7,0.00,0.00,0.00
2025-03-01T05:00,8.7,93,14,7.2,242,10.9,14.2,14.7,0.00,0.00,0.00
2025-03-01T06:00,9.0,86,9,9.5,229,10.5,14.0,14.7,0.00,0.00,0.00
2025-03-01T07:00,9.2,81,0,11.9,232,10.1,13.8,14.7,0.00,0.00,0.03
2025-03-01T08:00,11.6,74,86,21.2,236,10.5,13.6,14.7,0.00,0.00,0.07
2025-03-01T09:00,13.0,79,96,16.8,244,11.6,13.4,14.7,0.20,0.20,0.10
2025-03-01T10:00,13.3,79,100,15.4,245,12.4,13.4,14.7,0.50,0.50,0.12
2025-03-01T11:00,13.2,78,100,14.4,236,12.7,13.3,14.7,0.20,0.20,0.10
2025-03-01T12:00,14.8,64,100,15.1,254,13.6,13.4,14.7,0.00,0.00,0.20
2025-03-01T13:00,15.3,69,93,6.6,262,15.7,14.0,14.7,0.20,0.20,0.17
2025-03-01T14:00,15.9,60,66,10.6,289,16.0,14.1,14.7,0.00,0.00,0.21
2025-03-01T15:00,16.3,60,50,13.2,297,16.5,14.2,14.7,0.00,0.00,0.25
2025-03-01T16:00,15.2,67,34,12.1,305,16.4,14.4,14.7,0.20,0.20,0.19
2025-03-01T17:00,14.5,70,32,6.4,330,16.0,14.5,14.7,0.00,0.00,0.11
2025-03-01T18:00,12.6,81,37,1.0,2,15.0,14.6,14.7,0.00,0.00,0.02
2025-03-01T19:00,11.8,85,84,2.6,140,14.1,14.6,14.7,0.00,0.00,0.00
2025-03-01T20:00,11.6,86,100,3.8,165,13.6,14.5,14.7,0.00,0.00,0.00
2025-03-01T21:00,10.9,89,100,4.5,202,13.1,14.5,14.7,0.00,0.00,0.00
2025-03-01T22:00,10.9,87,97,3.6,230,12.8,14.4,14.7,0.00,0.00,0.00
2025-03-01T23:00,10.7,86,49,3.6,252,12.4,14.3,14.7,0.00,0.00,0.00
2025-03-02T00:00,10.0,87,43,4.5,231,11.9,14.1,14.7,0.00,0.00,0.00
2025-03-02T01:00,10.5,79,3,0.9,261,11.9,14.2,14.7,0.00,0.00,0.00
2025-03-02T02:00,10.2,79,6,1.0,308,11.3,14.0,14.7,0.00,0.00,0.00
2025-03-02T03:00,9.4,83,5,3.1,256,10.8,13.8,14.7,0.00,0.00,0.00
2025-03-02T04:00,8.6,85,1,2.9,252,10.3,13.6,14.7,0.00,0.00,0.00
2025-03-02T05:00,7.8,87,0,2.2,270,9.9,13.4,14.7,0.00,0.00,0.00
2025-03-02T06:00,7.1,90,52,2.2,293,9.6,13.2,14.7,0.00,0.00,0.00
2025-03-02T07:00,7.3,90,100,1.7,53,9.3,13.0,14.7,0.00,0.00,0.01
2025-03-02T08:00,11.1,80,100,1.5,59,10.1,12.8,14.7,0.00,0.00,0.04
2025-03-02T09:00,14.1,74,100,4.1,355,11.7,12.8,14.7,0.00,0.00,0.13
2025-03-02T10:00,16.2,65,100,5.9,354,13.5,12.8,14.7,0.00,0.00,0.23
2025-03-02T11:00,17.8,56,99,8.1,5,15.1,12.9,14.7,0.00,0.00,0.30
2025-03-02T12:00,19.3,52,100,7.0,5,16.5,13.1,14.7,0.00,0.00,0.36
2025-03-02T13:00,18.9,55,100,13.9,25,17.2,13.5,14.7,0.00,0.00,0.34
2025-03-02T14:00,17.9,56,99,19.1,34,17.6,13.8,14.7,0.00,0.00,0.32
2025-03-02T15:00,17.8,59,87,18.1,45,17.9,14.1,14.7,0.00,0.00,0.30
2025-03-02T16:00,17.0,63,57,17.3,58,17.5,14.3,14.7,0.00,0.00,0.21
2025-03-02T17:00,16.3,68,2,15.9,67,17.0,14.5,14.7,0.00,0.00,0.13
2025-03-02T18:00,14.7,79,23,8.1,69,16.1,14.6,14.7,0.00,0.00,0.04
2025-03-02T19:00,13.0,89,83,5.3,40,14.9,14.7,14.7,0.00,0.00,0.00
2025-03-02T20:00,13.0,95,100,3.2,24,14.0,14.7,14.7,0.00,0.00,0.00
2025-03-02T21:00,12.6,98,100,2.2,35,13.3,14.6,14.7,0.00,0.00,0.00
2025-03-02T22:00,13.0,97,97,0.8,17,13.0,14.5,14.7,0.00,0.00,0.00
2025-03-02T23:00,12.5,97,100,5.0,290,12.8,14.4,14.7,0.00,0.00,0.00
2025-03-03T00:00,12.6,96,100,10.5,266,12.9,14.3,14.7,0.00,0.00,0.00
2025-03-03T01:00,13.2,98,100,9.6,259,14.0,14.4,14.7,0.00,0.00,0.00
2025-03-03T02:00,13.0,96,100,10.2,257,13.7,14.4,14.7,0.00,0.00,0.00
2025-03-03T03:00,13.1,96,100,8.7,252,13.6,14.4,14.7,0.00,0.00,0.00
2025-03-03T04:00,12.6,92,100,6.3,244,13.4,14.3,14.7,0.00,0.00,0.00
2025-03-03T05:00,11.9,85,100,5.9,242,13.1,14.3,14.7,0.00,0.00,0.00
2025-03-03T06:00,11.4,82,99,5.4,256,12.8,14.2,14.7,0.00,0.00,0.00
2025-03-03T07:00,11.6,82,95,5.2,261,12.6,14.1,14.7,0.00,0.00,0.02
2025-03-03T08:00,13.3,84,79,6.5,264,13.0,14.0,14.7,0.00,0.00,0.04
2025-03-03T09:00,15.1,88,69,5.7,302,14.0,14.0,14.7,0.00,0.00,0.11
2025-03-03T10:00,17.4,77,37,7.1,333,15.7,14.1,14.7,0.00,0.00,0.26
2025-03-03T11:00,19.6,66,22,8.0,345,17.3,14.2,14.7,0.00,0.00,0.36
2025-03-03T12:00,20.4,64,20,12.1,352,18.8,14.5,14.7,0.00,0.00,0.42
2025-03-03T13:00,20.5,65,30,9.3,7,19.9,14.7,14.7,0.00,0.00,0.44
2025-03-03T14:00,20.5,65,34,10.1,25,20.5,15.1,14.7,0.00,0.00,0.41
2025-03-03T15:00,19.6,67,5,12.3,40,20.6,15.4,14.7,0.00,0.00,0.32
2025-03-03T16:00,18.6,68,13,12.1,31,20.2,15.7,14.7,0.00,0.00,0.25
2025-03-03T17:00,17.4,71,39,8.1,27,19.3,16.0,14.7,0.00,0.00,0.13
2025-03-03T18:00,15.5,81,51,1.9,43,18.0,16.1,14.7,0.00,0.00,0.03
2025-03-03T19:00,14.4,85,100,3.1,63,16.6,16.1,14.7,0.00,0.00,0.00
2025-03-03T20:00,14.3,86,99,5.2,58,15.9,16.1,14.7,0.00,0.00,0.00
2025-03-03T21:00,14.8,75,90,5.8,66,15.4,16.1,14.8,0.00,0.00,0.00
2025-03-03T22:00,14.0,76,99,5.2,60,14.8,16.0,14.8,0.00,0.00,0.00
2025-03-03T23:00,13.8,78,51,5.4,48,14.5,15.9,14.8,0.00,0.00,0.00
2025-03-04T00:00,13.0,87,22,4.0,42,14.0,15.7,14.8,0.00,0.00,0.00
2025-03-04T01:00,13.4,91,100,5.2,56,15.1,15.8,14.8,0.00,0.00,0.00
2025-03-04T02:00,13.3,90,100,3.6,48,14.3,15.7,14.8,0.00,0.00,0.00
2025-03-04T03:00,14.4,94,100,8.3,46,14.3,15.6,14.8,0.00,0.00,0.00
2025-03-04T04:00,14.3,94,100,5.6,45,14.4,15.5,14.8,0.00,0.00,0.00
2025-03-04T05:00,13.9,97,100,4.3,34,14.2,15.4,14.8,0.00,0.00,0.00
2025-03-04T06:00,13.5,99,100,0.6,57,14.0,15.3,14.8,0.00,0.00,0.00
2025-03-04T07:00,13.9,96,100,0.4,32,14.0,15.2,14.8,0.10,0.10,0.01
2025-03-04T08:00,14.5,94,100,4.0,261,14.3,15.1,14.8,0.30,0.30,0.03
2025-03-04T09:00,15.1,97,100,7.4,272,14.8,15.1,14.8,0.50,0.50,0.06
2025-03-04T10:00,15.8,92,99,5.6,265,15.4,15.1,14.8,0.80,0.80,0.12
2025-03-04T11:00,17.5,75,72,4.0,266,16.7,15.2,14.8,0.40,0.40,0.29
2025-03-04T12:00,19.2,59,100,7.1,274,18.3,15.3,14.9,0.10,0.10,0.41
2025-03-04T13:00,17.1,79,100,6.0,345,18.2,15.4,14.8,0.40,0.40,0.20
2025-03-04T14:00,17.9,73,99,6.1,346,18.2,15.6,14.9,0.50,0.50,0.26
2025-03-04T15:00,17.6,71,63,6.2,337,17.9,15.7,14.9,0.20,0.20,0.17
2025-03-04T16:00,17.8,66,42,2.3,322,18.0,15.8,14.9,0.10,0.10,0.18
2025-03-04T17:00,17.6,68,14,4.5,170,17.8,16.0,14.9,0.10,0.10,0.12
2025-03-04T18:00,15.5,82,10,2.7,171,16.9,16.0,14.9,0.00,0.00,0.03
2025-03-04T19:00,14.0,87,3,0.7,270,15.7,16.0,14.9,0.00,0.00,0.00
2025-03-04T20:00,13.2,88,12,0.4,330,14.6,15.9,14.9,0.00,0.00,0.00
2025-03-04T21:00,12.8,88,6,1.2,304,13.9,15.8,14.9,0.00,0.00,0.00
2025-03-04T22:00,12.1,89,13,3.1,243,13.3,15.6,14.9,0.00,0.00,0.00
2025-03-04T23:00,11.5,90,14,5.5,244,12.8,15.5,14.9,0.00,0.00,0.00
2025-03-05T00:00,11.2,93,19,5.9,248,12.5,15.3,14.9,0.00,0.00,0.00
2025-03-05T01:00,12.7,88,4,1.0,340,13.8,15.8,15.0,0.00,0.00,0.00
2025-03-05T02:00,12.0,91,1,1.8,279,13.1,15.6,15.0,0.00,0.00,0.00
2025-03-05T03:00,11.7,90,7,1.1,90,12.5,15.4,15.0,0.00,0.00,0.00
2025-03-05T04:00,11.4,91,26,0.4,54,12.0,15.2,15.0,0.00,0.00,0.00
2025-03-05T05:00,11.1,93,35,1.3,77,11.6,15.0,15.0,0.00,0.00,0.00
2025-03-05T06:00,10.9,94,11,1.8,18,11.4,14.8,15.0,0.00,0.00,0.00
2025-03-05T07:00,11.0,94,30,1.3,13,11.2,14.6,15.0,0.00,0.00,0.01
2025-03-05T08:00,13.2,89,36,3.3,346,12.1,14.4,15.0,0.00,0.00,0.05
2025-03-05T09:00,15.3,81,5,4.3,318,13.6,14.3,15.0,0.00,0.00,0.15
2025-03-05T10:00,17.5,75,3,5.1,356,15.5,14.4,15.0,0.00,0.00,0.27
2025-03-05T11:00,19.6,67,13,8.3,357,17.4,14.5,15.0,0.00,0.00,0.37
2025-03-05T12:00,19.6,67,32,9.5,2,18.8,14.8,15.0,0.00,0.00,0.39
2025-03-05T13:00,22.4,50,41,2.1,196,19.5,15.2,15.0,0.00,0.00,0.40
2025-03-05T14:00,20.6,63,65,15.4,71,20.1,15.5,15.0,0.90,0.90,0.36
2025-03-05T15:00,19.5,67,74,5.7,352,20.0,15.7,15.0,0.20,0.20,0.30
2025-03-05T16:00,19.0,70,78,11.4,30,19.4,16.0,15.0,0.00,0.00,0.18
2025-03-05T17:00,18.4,73,88,1.1,108,19.0,16.2,15.0,0.30,0.30,0.10
2025-03-05T18:00,16.8,82,69,8.8,83,17.8,16.3,15.0,0.20,0.20,0.04
2025-03-05T19:00,15.3,89,45,2.6,67,16.7,16.3,15.0,0.00,0.00,0.01
2025-03-05T20:00,14.6,91,79,9.9,275,15.7,16.3,15.0,0.00,0.00,0.00
